KIDS FINIS - COMBINHO,21050090,0.0,ST,nan
MARMITA ACAI + 5 ADICIONAIS,21050090,0.0,ST,2300100
COMBO MEGA 700ML,21050090,0.0,ST,nan
ROLETA GRAN FONDUE,21050090,0.0,ST,nan
ADC LEITE CONDENSADO,21050090,0.0,ST,2300100
BANOFFE - SHAKE COLHER,21050090,0.0,ST,nan
GRANULADO COLOR,18062000,0.0,ST,nan
CASQUINHA TRUFADA,21050090,0.0,ST,nan
MILK SHAKE ESP RAFFAELLO,21050090,0.0,ST,nan
FRAMBOA - SHAKE COLHER,21050090,0.0,ST,nan
ADC WAFER,19041000,0.0,ST,1703000
MILK SHAKE PISTACHE,21050090,0.0,ST,nan
BANOFFINHA,21050090,0.0,ST,nan
COPO 2 SABORES - ARTESANAL,21050090,0.0,ST,nan
CARAMELO - SUNDAE,21050090,0.0,ST,nan
ADC CASTANHA DE CAJU,21050090,0.0,ST,2300100
MILK SHAKE ESPECIAL 700ML,21050090,0.0,ST,nan
VINHO - SHAKE ALCOOL,21050090,0.0,ST,nan
FONDUE TRADICINAL,18062000,0.0,ST,nan
MASSA  MISTO,18062000,0.0,ST,nan
WAFFLE BELGA ESPECIAL,19053200,0.0,ST,17.057.00
ADC PRESTIGIO,18062000,0.0,ST,1711700
CASCAO ACAI ZERO,21050090,0.0,ST,2300100
AMENDOIN,20079990,18.0,TRIBUTADO,nan
CASCAO 2 SABOR,21050090,0.0,ST,nan
OVOMALTINE - SUNDAE,21050090,0.0,ST,nan
MEGA SUNDAE,21050090,0.0,ST,nan
OURO BRANCO - PICOLE,21050090,0.0,ST,nan
ADC LEITE NINHO,21050090,0.0,ST,2300100
MILK SHAKE ESPECIAL 400ML,21050090,0.0,ST,nan
VINHO C SONHO DE VALSA - SHAKE ALCOOL,21050090,0.0,ST,nan
OPC MORANGO COM NUTELLA,18062000,0.0,ST,nan
MERENGUE - MEGA CREAM,21050090,0.0,ST,nan
CHOCOLATE - SUNDAE,21050090,0.0,ST,nan
PASCOA BROWNIE CARAMELO,19059090,18.0,TRIBUTADO,nan
SKIME CROCANTE - PICOLE,21050090,0.0,ST,nan
TACA POWER MALTINE,21050090,0.0,ST,nan
RAFAELLO ZERO - SRVT,21050090,0.0,ST,nan
COMBO ESPECIAL 250ML,21050090,0.0,ST,nan
ADC PETIT GATEAU,19059090,0.0,ST,1703100
MILK SHAKE ESPECIAL 300ML,21050090,0.0,ST,nan
OPC LAKA C FRUTAS VERML,19041000,0.0,ST,nan
AMARULA - SHAKE ALCOOL,21050090,0.0,ST,nan
AMARRULA TRUFADO - SHAKE ALCOOL,21050090,0.0,ST,nan
COMBO DIVINO,21050090,0.0,ST,nan
CAPPUCCINO,21069090,18.0,TRIBUTADO,nan
OHANA 300ML DO DIA,21050090,0.0,ST,nan
ADC CREME DE PISTACHE,21050090,0.0,ST,2300100
